filepath,label,label_id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
dataset\C\0132.png,C,0,0.0,0.1981758177280426,0.44194692373275757,0.5696364641189575,0.5384213924407959,0.42696914076805115,0.5633237361907959,0.48043307662010193,0.3837951123714447,0.29720231890678406,0.3777444362640381,0.2871681749820709,0.22551611065864563,0.1482420265674591,0.1426219940185547,0.08917883783578873,0.07934883236885071,0.01199705246835947,0.011232174932956696,-0.005461568012833595,0.001471476280130446,0.0,-0.21465250849723816,-0.1630702018737793,-0.06925452500581741,0.040099069476127625,0.3681992292404175,0.6731063723564148,0.5422646999359131,0.3473096787929535,0.5267803072929382,0.7853474617004395,0.49144473671913147,0.23027044534683228,0.5818250775337219,0.6128476858139038,0.2578215003013611,-0.0004611948970705271,0.5480929613113403,0.4892304241657257,0.23536249995231628,0.053938064724206924,0.0,-0.10125469416379929,-0.16771699488162994,-0.2331264615058899,-0.2849840521812439,-0.13121716678142548,-0.27958035469055176,-0.351409912109375,-0.3789445757865906,-0.15524952113628387,-0.32741889357566833,-0.37344756722450256,-0.365630179643631,-0.19711092114448547,-0.3525661826133728,-0.3589506447315216,-0.323672354221344,-0.24523979425430298,-0.3416418433189392,-0.33035778999328613,-0.29871702194213867
dataset\C\0133.png,C,0,0.0,0.1109054684638977,0.19352032244205475,0.21393398940563202,0.24317285418510437,0.3084077537059784,0.37347352504730225,0.33979231119155884,0.2900583744049072,0.22641496360301971,0.26157742738723755,0.21582378447055817,0.17821024358272552,0.11696363240480423,0.14966201782226562,0.1176847517490387,0.09082856774330139,0.003956502303481102,0.015255059115588665,-0.004196256399154663,-0.016548246145248413,0.0,-0.3106047511100769,-0.4941747188568115,-0.6863970160484314,-0.8291897773742676,-0.14094166457653046,-0.4722013473510742,-0.7152816653251648,-0.871015191078186,0.02795720100402832,-0.34617722034454346,-0.6536949276924133,-0.8590423464775085,0.11376096308231354,-0.19092018902301788,-0.4485403895378113,-0.6111837029457092,0.12898479402065277,-0.04285281524062157,-0.2239973545074463,-0.34675225615501404,0.0,-0.11327686905860901,-0.273404985666275,-0.4146004617214203,-0.5634843707084656,-0.48276305198669434,-0.6916185617446899,-0.7908746600151062,-0.8532130122184753,-0.5204078555107117,-0.7728601694107056,-0.8652929067611694,-0.9253018498420715,-0.5488835573196411,-0.765595018863678,-0.8238155841827393,-0.8517734408378601,-0.5765463709831238,-0.7416815757751465,-0.8004619479179382,-0.8395349979400635
dataset\C\0134.png,C,0,0.0,0.2179827243089676,0.44708052277565,0.581640899181366,0.6269838809967041,0.45551320910453796,0.5922290682792664,0.488467812538147,0.3938950002193451,0.29046371579170227,0.37568041682243347,0.28268948197364807,0.20351001620292664,0.11024464666843414,0.11583109945058823,0.06588881462812424,0.0445227287709713,-0.04404291883111,-0.04570428282022476,-0.05105096474289894,-0.02821258269250393,0.0,-0.11162112653255463,-0.06561923027038574,-0.09658809006214142,-0.11953272670507431,0.5173801183700562,0.5299075841903687,0.21543003618717194,-0.008300441317260265,0.7015125751495361,0.5500786304473877,0.15884102880954742,-0.07064561545848846,0.7114511728286743,0.32819679379463196,-0.0715889185667038,-0.2885488271713257,0.612512469291687,0.2527008652687073,-0.04843202605843544,-0.2117508202791214,0.0,-0.12809358537197113,-0.20816168189048767,-0.2770825922489166,-0.3330693542957306,-0.206462562084198,-0.3701109290122986,-0.4543991982936859,-0.49643760919570923,-0.22523044049739838,-0.42396116256713867,-0.4799497425556183,-0.48343485593795776,-0.25988686084747314,-0.4432836174964905,-0.445197731256485,-0.4083661735057831,-0.3028792142868042,-0.4277968108654022,-0.42304253578186035,-0.39618435502052307
dataset\C\0135.png,C,0,0.0,0.1431358903646469,0.3159539997577667,0.412106454372406,0.3628864288330078,0.24259978532791138,0.25603047013282776,0.15639089047908783,0.10791074484586716,0.07083901017904282,0.057334307581186295,0.0005069465260021389,-0.014514359645545483,-0.0782725065946579,-0.1153431311249733,-0.1256036013364792,-0.10627555102109909,-0.18572989106178284,-0.23127570748329163,-0.2231328934431076,-0.1853654682636261,0.0,-0.12544487416744232,-0.14088547229766846,-0.1473899632692337,-0.12432748824357986,0.47820526361465454,0.37244918942451477,0.08944982290267944,-0.12425567209720612,0.589358389377594,0.3323066830635071,-0.03358755633234978,-0.27879056334495544,0.5574997663497925,0.23804371058940887,-0.14199842512607574,-0.410641610622406,0.4379540979862213,0.1335628181695938,-0.17484021186828613,-0.3911783993244171,0.0,-0.22570328414440155,-0.38360416889190674,-0.5067828893661499,-0.6176366209983826,-0.38953864574432373,-0.5777760148048401,-0.6681033372879028,-0.7116117477416992,-0.35654664039611816,-0.5635229349136353,-0.623604416847229,-0.6411898732185364,-0.33502838015556335,-0.5403605103492737,-0.5447257161140442,-0.5132375359535217,-0.32903853058815,-0.49472278356552124,-0.5097830891609192,-0.4923555254936218
dataset\C\0136.png,C,0,0.0,0.18267527222633362,0.3553007245063782,0.41707587242126465,0.3005857765674591,0.2795153856277466,0.3040650188922882,0.2400640994310379,0.20842896401882172,0.0992419570684433,0.10099910199642181,0.05015609413385391,0.04149232059717178,-0.047780513763427734,-0.07173236459493637,-0.0970170795917511,-0.0801285058259964,-0.17662844061851501,-0.21272146701812744,-0.23991839587688446,-0.22315488755702972,0.0,-0.03377590328454971,0.119765505194664,0.2798911929130554,0.30939429998397827,0.5899001955986023,0.9414975047111511,0.7606672048568726,0.4852667450904846,0.7174268364906311,0.8785799145698547,0.5139834880828857,0.19117426872253418,0.6884192824363708,0.616896390914917,0.23099824786186218,-0.04702387750148773,0.6000906825065613,0.4002942144870758,0.12470019608736038,-0.058502521365880966,0.0,-0.15148955583572388,-0.24009084701538086,-0.30781400203704834,-0.3543945848941803,-0.21916960179805756,-0.3620336055755615,-0.4149297773838043,-0.4346157908439636,-0.2082192748785019,-0.3961850106716156,-0.43492186069488525,-0.4209553599357605,-0.2127804160118103,-0.38937216997146606,-0.36388516426086426,-0.303724467754364,-0.22821612656116486,-0.37426233291625977,-0.37369659543037415,-0.3380378186702728
dataset\C\0137.png,C,0,0.0,0.14675456285476685,0.32658228278160095,0.4680498242378235,0.48351290822029114,0.33500590920448303,0.40761956572532654,0.41043901443481445,0.3818115293979645,0.24517153203487396,0.31276869773864746,0.300428569316864,0.2820647060871124,0.14320458471775055,0.20279569923877716,0.19375410676002502,0.17898236215114594,0.03091329149901867,0.10118012875318527,0.10587896406650543,0.09167086333036423,0.0,-0.037669066339731216,0.05162547528743744,0.16131603717803955,0.34476834535598755,0.5440490245819092,0.8628888726234436,0.8763163089752197,0.7805452346801758,0.6124456524848938,0.9623309373855591,0.8141430616378784,0.6437286734580994,0.629906415939331,0.8897653818130493,0.6913121938705444,0.523070752620697,0.607422947883606,0.7762247920036316,0.638938844203949,0.5127074718475342,0.0,-0.05037126690149307,-0.08987864851951599,-0.1387115865945816,-0.17724968492984772,0.005223210901021957,-0.08427727967500687,-0.14310291409492493,-0.16871768236160278,-0.016506867483258247,-0.1178978756070137,-0.1566380262374878,-0.15402382612228394,-0.053609758615493774,-0.14117488265037537,-0.1350100338459015,-0.1020515039563179,-0.09669212251901627,-0.14744260907173157,-0.13087132573127747,-0.10082250088453293
dataset\C\0138.png,C,0,0.0,0.15451672673225403,0.33330801129341125,0.49880775809288025,0.6438652873039246,0.3993149697780609,0.50217205286026,0.4796764552593231,0.45052722096443176,0.28112801909446716,0.3106306195259094,0.2062467485666275,0.13718299567699432,0.1511111557483673,0.08377820253372192,-0.004803625401109457,-0.03136340528726578,0.02361629717051983,-0.05511331558227539,-0.10195717960596085,-0.09838622808456421,0.0,-0.1511334329843521,-0.18046574294567108,-0.19493883848190308,-0.25120458006858826,0.3728282153606415,0.7149119973182678,0.7487953901290894,0.6607290506362915,0.5533938407897949,0.685632050037384,0.4325355589389801,0.19823633134365082,0.6307152509689331,0.5344334840774536,0.2041337788105011,-0.052054885774850845,0.6355575323104858,0.48024922609329224,0.1892961859703064,-0.03374851495027542,0.0,-0.11835464090108871,-0.2143610268831253,-0.3039054870605469,-0.3890438377857208,-0.18998174369335175,-0.3381064832210541,-0.41669654846191406,-0.44996345043182373,-0.19680649042129517,-0.38383057713508606,-0.43640175461769104,-0.4273991584777832,-0.21534982323646545,-0.4015529751777649,-0.4026181995868683,-0.3534247875213623,-0.2407769411802292,-0.3852646052837372,-0.3863181471824646,-0.34789708256721497
dataset\C\0139.png,C,0,0.0,0.10534554719924927,0.2690516412258148,0.43111807107925415,0.42005202174186707,0.41526585817337036,0.5903515815734863,0.5736436247825623,0.519287109375,0.34118136763572693,0.4416775405406952,0.31523755192756653,0.2114371955394745,0.23374313116073608,0.20553188025951385,0.06879238039255142,-0.0009580360492691398,0.11842310428619385,0.03303984925150871,-0.06273555755615234,-0.09727039933204651,0.0,-0.22331131994724274,-0.33206018805503845,-0.3526712954044342,-0.2095852494239807,0.230868399143219,0.4765250086784363,0.5071923732757568,0.444036066532135,0.4688083529472351,0.599446713924408,0.4305724501609802,0.2590012550354004,0.5929480791091919,0.5565012097358704,0.29544350504875183,0.0825401321053505,0.6473287343978882,0.5462087988853455,0.3275150954723358,0.1404842734336853,0.0,-0.12146704643964767,-0.21834991872310638,-0.3114181458950043,-0.39298510551452637,-0.1403585970401764,-0.29418838024139404,-0.38211315870285034,-0.42470985651016235,-0.14943991601467133,-0.34820234775543213,-0.4137806296348572,-0.40854141116142273,-0.17471624910831451,-0.3502713143825531,-0.3388708531856537,-0.27888166904449463,-0.21038350462913513,-0.33726024627685547,-0.3327582776546478,-0.291047066450119
dataset\C\0140.png,C,0,0.0,0.0867934301495552,0.20834387838840485,0.3113499879837036,0.38629287481307983,0.36945122480392456,0.5388392806053162,0.4679487943649292,0.3884553909301758,0.31250178813934326,0.34463003277778625,0.20481456816196442,0.10642845928668976,0.20479077100753784,0.10811208933591843,-0.017693953588604927,-0.09301774948835373,0.08459703624248505,-0.019081542268395424,-0.1083577498793602,-0.1538163423538208,0.0,-0.2561182677745819,-0.4159608483314514,-0.4980663061141968,-0.5184325575828552,0.03520912677049637,0.23538246750831604,0.14161978662014008,0.0023933921474963427,0.27967384457588196,0.250957190990448,0.03043927624821663,-0.13476631045341492,0.42082715034484863,0.21612192690372467,-0.04662559553980827,-0.2459530383348465,0.4815674424171448,0.31877970695495605,0.11514542251825333,-0.05321219563484192,0.0,-0.11028875410556793,-0.1975267380475998,-0.279340922832489,-0.3501136898994446,-0.19257447123527527,-0.3419570326805115,-0.4098672568798065,-0.4338446259498596,-0.2038881927728653,-0.3792613744735718,-0.41668397188186646,-0.404011607170105,-0.2293158620595932,-0.4001486897468567,-0.3967823386192322,-0.3519708812236786,-0.2617020606994629,-0.389183908700943,-0.3881945312023163,-0.3548150956630707
dataset\C\0141.png,C,0,0.0,0.17777284979820251,0.37718141078948975,0.48474910855293274,0.4313908517360687,0.3299865126609802,0.4193204343318939,0.3534393906593323,0.29813262820243835,0.17515985667705536,0.16658294200897217,0.059773821383714676,0.0025605149567127228,0.02045191079378128,-0.03971349820494652,-0.10713918507099152,-0.12632586061954498,-0.100466288626194,-0.15814319252967834,-0.2151154726743698,-0.22976957261562347,0.0,-0.2022220492362976,-0.20089638233184814,-0.150316521525383,-0.07372799515724182,0.3723781406879425,0.7977779507637024,0.6571729183197021,0.43252941966056824,0.5017082095146179,0.7306910157203674,0.38958805799484253,0.08647483587265015,0.5073750019073486,0.4945974051952362,0.15973849594593048,-0.10751847177743912,0.4356863796710968,0.39994630217552185,0.16098889708518982,-0.03752176836133003,0.0,-0.16594067215919495,-0.27970781922340393,-0.37731823325157166,-0.4615902900695801,-0.27529093623161316,-0.45976585149765015,-0.5420986413955688,-0.5741396546363831,-0.27457016706466675,-0.5102030038833618,-0.5593008399009705,-0.5416601300239563,-0.2908763289451599,-0.5077923536300659,-0.5038516521453857,-0.4463213384151459,-0.31625455617904663,-0.47293412685394287,-0.4648105502128601,-0.42033979296684265
dataset\C\0142.png,C,0,0.0,0.15422771871089935,0.363454669713974,0.5140829682350159,0.5494619011878967,0.4517815411090851,0.5804513692855835,0.5512494444847107,0.5062958598136902,0.34474045038223267,0.4536229074001312,0.3344767987728119,0.24594199657440186,0.20784054696559906,0.22447623312473297,0.10877416282892227,0.059276629239320755,0.06372091919183731,0.017369229346513748,-0.05353372544050217,-0.06411025673151016,0.0,-0.17394252121448517,-0.16412821412086487,-0.09701669961214066,-0.002851543016731739,0.3993777632713318,0.7033147811889648,0.7190204858779907,0.6341783404350281,0.5957885980606079,0.826057493686676,0.5696858167648315,0.36138710379600525,0.6813369989395142,0.7549741864204407,0.39969560503959656,0.1431993842124939,0.6944497227668762,0.6605232357978821,0.3670687675476074,0.1433708667755127,0.0,-0.1190827339887619,-0.19857880473136902,-0.2739047110080719,-0.33878636360168457,-0.12538567185401917,-0.28033703565597534,-0.37051481008529663,-0.4153093993663788,-0.1472426950931549,-0.3544982373714447,-0.4186383783817291,-0.41015738248825073,-0.18764963746070862,-0.38556766510009766,-0.3761111795902252,-0.3141627609729767,-0.23670710623264313,-0.3831024467945099,-0.3755480647087097,-0.3316153883934021
dataset\C\0143.png,C,0,0.0,0.16900327801704407,0.39147812128067017,0.517986536026001,0.5001294612884521,0.5812373161315918,0.7989686131477356,0.68675696849823,0.564224362373352,0.5155792236328125,0.6212825179100037,0.4477608799934387,0.3404720723628998,0.39925333857536316,0.43375852704048157,0.27475348114967346,0.17901010811328888,0.2583973705768585,0.21701861917972565,0.1318674087524414,0.08346392959356308,0.0,-0.2784990668296814,-0.4140087962150574,-0.48727917671203613,-0.450792521238327,0.035106658935546875,0.07190040498971939,-0.10835643112659454,-0.21649551391601562,0.2580494284629822,0.02323201112449169,-0.20189256966114044,-0.24014046788215637,0.42008671164512634,0.11009187996387482,-0.14545154571533203,-0.22737114131450653,0.5127208232879639,0.19801543653011322,-0.04816767945885658,-0.15179948508739471,0.0,-0.04579082131385803,-0.08066816627979279,-0.1275961995124817,-0.16247528791427612,-0.0521126314997673,-0.17057248950004578,-0.22233393788337708,-0.24150362610816956,-0.08639609068632126,-0.2084370106458664,-0.22179828584194183,-0.20527617633342743,-0.13681060075759888,-0.2501985430717468,-0.22263698279857635,-0.17750585079193115,-0.19307033717632294,-0.26055851578712463,-0.24092325568199158,-0.2095518857240677
dataset\C\0145.png,C,0,0.0,0.12431197613477707,0.2793511748313904,0.3161584436893463,0.21180395781993866,0.27108216285705566,0.30392345786094666,0.2782141864299774,0.24297866225242615,0.1822272688150406,0.2199772745370865,0.19847743213176727,0.16643252968788147,0.08513381332159042,0.10429029911756516,0.08125662058591843,0.06736817210912704,-0.019093334674835205,-0.014367001131176949,-0.018019508570432663,-0.015808911994099617,0.0,-0.07011234015226364,0.05412814021110535,0.21683438122272491,0.2909531593322754,0.5209648013114929,0.7969210743904114,0.6961771845817566,0.5441316962242126,0.594194233417511,0.9298876523971558,0.7603511810302734,0.5828481912612915,0.5902857780456543,0.8647955060005188,0.6713302135467529,0.5042486190795898,0.5429709553718567,0.7460780143737793,0.619309663772583,0.4824811518192291,0.0,-0.06602802872657776,-0.10662487894296646,-0.1511286050081253,-0.1879308521747589,-0.04324920102953911,-0.1367712765932083,-0.19705604016780853,-0.2278692126274109,-0.061294201761484146,-0.17285200953483582,-0.21598662436008453,-0.2169475108385086,-0.09380082041025162,-0.185021311044693,-0.18611975014209747,-0.1595798134803772,-0.13434459269046783,-0.19314135611057281,-0.19015014171600342,-0.1721811592578888
dataset\C\0146.png,C,0,0.0,-0.08345713466405869,-0.10923308879137039,-0.10447482019662857,-0.0625431165099144,0.08072180300951004,0.15911385416984558,0.1583585888147354,0.13469906151294708,0.17348143458366394,0.3212459683418274,0.35900527238845825,0.3537370562553406,0.21997423470020294,0.32736504077911377,0.32380521297454834,0.3096534311771393,0.2149105668067932,0.22598296403884888,0.19522908329963684,0.1595953404903412,0.0,0.06512591242790222,0.14523619413375854,0.08214481920003891,-0.0583394393324852,0.3393592834472656,0.10610730201005936,-0.14510932564735413,-0.39444220066070557,0.267995148897171,-0.032018035650253296,-0.34211042523384094,-0.6196779608726501,0.133670374751091,-0.1443972885608673,-0.433557391166687,-0.6606407165527344,-0.006092715542763472,-0.21233901381492615,-0.3341234028339386,-0.44134196639060974,0.0,-0.12469758093357086,-0.21877160668373108,-0.28983888030052185,-0.3745588958263397,-0.3214990198612213,-0.42195188999176025,-0.49105873703956604,-0.5443636178970337,-0.30968141555786133,-0.42732417583465576,-0.5085886120796204,-0.5858296155929565,-0.29114553332328796,-0.4175698161125183,-0.48917239904403687,-0.5403072834014893,-0.2746584713459015,-0.35819172859191895,-0.3892383873462677,-0.423184335231781
dataset\C\0148.png,C,0,0.0,-0.0022507724352180958,-0.06785053759813309,-0.1947508007287979,-0.37603411078453064,-0.289993017911911,-0.4546482563018799,-0.4971367120742798,-0.46415457129478455,-0.3863246738910675,-0.557925283908844,-0.6144531965255737,-0.6093459129333496,-0.4433121681213379,-0.6111751794815063,-0.6609281897544861,-0.6531457304954529,-0.4668618142604828,-0.5823099613189697,-0.5835924744606018,-0.5538434386253357,0.0,-0.258035808801651,-0.3914909064769745,-0.4597747325897217,-0.49662262201309204,0.4965386986732483,0.37121957540512085,0.1411287784576416,-0.027119599282741547,0.503377377986908,0.29135361313819885,0.01756252534687519,-0.179182767868042,0.4026589095592499,0.184476837515831,-0.05320633575320244,-0.21901190280914307,0.2762054204940796,0.10885419696569443,-0.046228308230638504,-0.16053739190101624,0.0,-0.3339001536369324,-0.5150638818740845,-0.6256383061408997,-0.7136310935020447,-0.46333345770835876,-0.6131817698478699,-0.693946361541748,-0.7339164018630981,-0.33885619044303894,-0.49267762899398804,-0.5791401267051697,-0.6299306750297546,-0.22439011931419373,-0.3628123104572296,-0.41943827271461487,-0.4463067948818207,-0.12912601232528687,-0.2451297640800476,-0.28206074237823486,-0.2932729423046112
dataset\C\0149.png,C,0,0.0,-0.31882941722869873,-0.6047802567481995,-0.7020567059516907,-0.7110458612442017,-0.5724367499351501,-0.7641016840934753,-0.7968651056289673,-0.7393505573272705,-0.39922404289245605,-0.5336435437202454,-0.513408899307251,-0.46555718779563904,-0.20092657208442688,-0.2811805307865143,-0.20710822939872742,-0.13724222779273987,-0.023902397602796555,-0.07547856867313385,-0.08500996977090836,-0.0895804762840271,0.0,0.022192025557160378,-0.032968319952487946,-0.04200740158557892,-0.08178798854351044,-0.6473202109336853,-0.7167263627052307,-0.727089524269104,-0.7196428775787354,-0.8076691031455994,-0.2196941077709198,-0.05506826937198639,-0.0651276633143425,-0.7456603050231934,0.07548876106739044,0.19233088195323944,0.04019849747419357,-0.6157899498939514,-0.11937302350997925,-0.13464269042015076,-0.363452672958374,0.0,-0.09943917393684387,-0.2115568369626999,-0.3219726085662842,-0.421183705329895,-0.3114508390426636,-0.5444125533103943,-0.6617994904518127,-0.7201930284500122,-0.3540768623352051,-0.6396343111991882,-0.7195203900337219,-0.7323769927024841,-0.40128663182258606,-0.6442679762840271,-0.5971781015396118,-0.5125819444656372,-0.45887771248817444,-0.6556332111358643,-0.6531577706336975,-0.6014162302017212
dataset\C\0150.png,C,0,0.0,0.14089670777320862,0.23907828330993652,0.20686237514019012,0.18561236560344696,0.22360417246818542,0.2135523110628128,0.14278948307037354,0.10074734687805176,0.02247326262295246,-0.0280938521027565,-0.10002710670232773,-0.12435151636600494,-0.14935453236103058,-0.22233368456363678,-0.26389381289482117,-0.25241196155548096,-0.28127363324165344,-0.3475026786327362,-0.38009533286094666,-0.3684011399745941,0.0,-0.22114786505699158,-0.334598571062088,-0.5049991607666016,-0.715969979763031,0.22115661203861237,0.27165165543556213,0.02811763808131218,-0.24580109119415283,0.24328532814979553,0.2840300500392914,-0.1168738380074501,-0.4143652319908142,0.20353157818317413,0.16487866640090942,-0.2482951581478119,-0.5375809669494629,0.11059107631444931,0.07213754206895828,-0.2069855034351349,-0.4108857810497284,0.0,-0.24997319281101227,-0.47749465703964233,-0.669071614742279,-0.8664262890815735,-0.5995244383811951,-0.8731476068496704,-1.0285297632217407,-1.1159648895263672,-0.5979922413825989,-0.9205445647239685,-1.0531007051467896,-1.1174582242965698,-0.5969448089599609,-0.8742124438285828,-0.917412519454956,-0.9115891456604004,-0.6068387031555176,-0.8063957691192627,-0.8300088047981262,-0.8281906843185425
dataset\C\0151.png,C,0,0.0,0.14457663893699646,0.20650416612625122,0.14334778487682343,-0.013281159102916718,0.07878508418798447,0.09176447242498398,0.11070509999990463,0.15202464163303375,-0.06842982023954391,-0.08573106676340103,-0.09374361485242844,-0.07728035748004913,-0.20573590695858002,-0.27039769291877747,-0.3044995367527008,-0.2799791991710663,-0.3170279860496521,-0.3982093036174774,-0.4294239282608032,-0.40555477142333984,0.0,0.01881943643093109,0.15540631115436554,0.1683925986289978,0.1946151703596115,0.6722534894943237,0.9599476456642151,0.9483106732368469,0.8431342244148254,0.6341226100921631,1.0,0.8666442632675171,0.6848272085189819,0.5237551927566528,0.7229694724082947,0.49187523126602173,0.2481468915939331,0.37160417437553406,0.4950573444366455,0.32461273670196533,0.12153857946395874,0.0,-0.281810998916626,-0.4923945367336273,-0.6684656143188477,-0.8491319417953491,-0.4869384765625,-0.7504886388778687,-0.9399204850196838,-1.0532792806625366,-0.4489513635635376,-0.7078604698181152,-0.8795546889305115,-0.9903879761695862,-0.4258299171924591,-0.6617334485054016,-0.7974938154220581,-0.8708390593528748,-0.41632890701293945,-0.6052736043930054,-0.7011317610740662,-0.7590164542198181
dataset\C\0152.png,C,0,0.0,0.12514111399650574,0.19991366565227509,0.13455484807491302,0.012109094299376011,0.1551152914762497,0.1913887858390808,0.14348642528057098,0.10616052895784378,0.01144307479262352,0.015056374482810497,-0.029714014381170273,-0.038982853293418884,-0.11630751192569733,-0.17099794745445251,-0.2063087671995163,-0.19239728152751923,-0.23383592069149017,-0.2928882837295532,-0.31497886776924133,-0.2898106575012207,0.0,0.007945306599140167,0.14133058488368988,0.18283042311668396,0.19059570133686066,0.6129220128059387,0.9881362318992615,0.8659942746162415,0.6648874282836914,0.6244481801986694,1.0,0.748627781867981,0.4964020550251007,0.5582661032676697,0.7537264823913574,0.45523345470428467,0.197693333029747,0.4418930411338806,0.5548915863037109,0.3601526618003845,0.1707528829574585,0.0,-0.18229591846466064,-0.30571579933166504,-0.4095250964164734,-0.5059781670570374,-0.2743584215641022,-0.43564966320991516,-0.5301698446273804,-0.5795442461967468,-0.25613370537757874,-0.43581753969192505,-0.5203789472579956,-0.5531240105628967,-0.25277894735336304,-0.43553975224494934,-0.4959639012813568,-0.502269983291626,-0.2593440115451813,-0.41741180419921875,-0.4716777205467224,-0.4858703315258026
dataset\C\0153.png,C,0,0.0,0.033343952149152756,-0.013972915709018707,-0.14376018941402435,-0.314708411693573,-0.2678571045398712,-0.3669178783893585,-0.3847182095050812,-0.3479100465774536,-0.41036584973335266,-0.5464495420455933,-0.5535869598388672,-0.502761960029602,-0.49828627705574036,-0.6601642370223999,-0.6732777953147888,-0.6217260956764221,-0.5276424288749695,-0.6715644001960754,-0.6879889965057373,-0.6500681638717651,0.0,-0.12042370438575745,-0.14453309774398804,-0.23290030658245087,-0.28428205847740173,0.5246034264564514,0.48529526591300964,0.24067121744155884,0.03470636159181595,0.4211440682411194,0.4305930435657501,0.08991267532110214,-0.15006452798843384,0.2615087926387787,0.21202164888381958,-0.1829843819141388,-0.44695350527763367,0.06937308609485626,-0.06004303693771362,-0.30764880776405334,-0.47539660334587097,0.0,-0.25810882449150085,-0.401912659406662,-0.5030093789100647,-0.5882161259651184,-0.3400479853153229,-0.47333505749702454,-0.5426024794578552,-0.5827580094337463,-0.274693101644516,-0.44192028045654297,-0.5457308888435364,-0.6029394268989563,-0.22250667214393616,-0.40710121393203735,-0.5108098387718201,-0.5565490126609802,-0.18122002482414246,-0.35128167271614075,-0.442211776971817,-0.488777756690979
dataset\C\0155.png,C,0,0.0,0.14123013615608215,0.22618569433689117,0.1504245102405548,0.015738073736429214,0.3095766305923462,0.39309656620025635,0.35688886046409607,0.3010365962982178,0.14141704142093658,0.18873430788516998,0.1394304484128952,0.09975776076316833,-0.03012201376259327,-0.048133257776498795,-0.09066778421401978,-0.10810147225856781,-0.19808831810951233,-0.21253152191638947,-0.24050092697143555,-0.25427666306495667,0.0,-0.24391977488994598,-0.24917097389698029,-0.2585175633430481,-0.27091795206069946,0.4449824094772339,0.522564172744751,0.22587889432907104,0.020185403525829315,0.5864964127540588,0.5493882298469543,0.10755759477615356,-0.17199738323688507,0.5945777893066406,0.4270695149898529,-0.05427822098135948,-0.37971147894859314,0.48276448249816895,0.25135117769241333,-0.12742912769317627,-0.4054222106933594,0.0,-0.13885194063186646,-0.26862332224845886,-0.36398932337760925,-0.46499207615852356,-0.45317864418029785,-0.628853976726532,-0.7280725836753845,-0.7847636342048645,-0.43747079372406006,-0.6172600388526917,-0.6737598776817322,-0.7208014726638794,-0.41409677267074585,-0.578137993812561,-0.626192033290863,-0.6482693552970886,-0.3939797878265381,-0.5233584046363831,-0.5741356611251831,-0.6102378964424133
dataset\C\0156.png,C,0,0.0,0.1469786912202835,0.30062806606292725,0.36572137475013733,0.3714118003845215,0.36472466588020325,0.49178335070610046,0.44959327578544617,0.3736388385295868,0.2625678777694702,0.3312036991119385,0.2877127230167389,0.23864933848381042,0.12768208980560303,0.1139683648943901,0.07725724577903748,0.07090387493371964,0.0005666569340974092,-0.009030275046825409,-0.018929725512862206,-0.013058616779744625,0.0,-0.24634939432144165,-0.3668246567249298,-0.44766443967819214,-0.5009456872940063,0.16600258648395538,0.4524317979812622,0.27284207940101624,0.0792754739522934,0.2675090432167053,0.49905431270599365,0.2285277098417282,0.026932772248983383,0.2581721842288971,0.2109994888305664,-0.0869404748082161,-0.2743840217590332,0.17381086945533752,0.006116652861237526,-0.18896780908107758,-0.29061585664749146,0.0,-0.08419259637594223,-0.1445496827363968,-0.20297035574913025,-0.2487013190984726,-0.13617761433124542,-0.2597046494483948,-0.3170134723186493,-0.34318259358406067,-0.16252176463603973,-0.3114801049232483,-0.35351863503456116,-0.3579035997390747,-0.20264312624931335,-0.35381951928138733,-0.3699896037578583,-0.34712356328964233,-0.24636049568653107,-0.358493834733963,-0.37140214443206787,-0.3585229218006134
dataset\C\0157.png,C,0,0.0,0.1679498851299286,0.3103591799736023,0.3359207510948181,0.34563663601875305,0.5173525810241699,0.7393534779548645,0.6807572841644287,0.5717938542366028,0.2959483563899994,0.3807319700717926,0.29665395617485046,0.27285563945770264,0.04747840389609337,0.03636851906776428,0.006756241898983717,0.028675392270088196,-0.1815749555826187,-0.2606465816497803,-0.248484805226326,-0.19314539432525635,0.0,-0.11668089032173157,-0.1907781958580017,-0.3169075548648834,-0.4188702404499054,0.11476235836744308,0.18791133165359497,0.06552284955978394,-0.018083889037370682,0.19652162492275238,0.17417559027671814,-0.07875821739435196,-0.20161420106887817,0.22391638159751892,0.1287885457277298,-0.1255256086587906,-0.2524503767490387,0.21545180678367615,0.18470045924186707,0.0332266241312027,-0.049939364194869995,0.0,-0.3262733221054077,-0.6381518244743347,-0.9234908223152161,-1.203033447265625,-0.7304306030273438,-1.1824290752410889,-1.4197942018508911,-1.537819504737854,-0.7564373016357422,-1.2789943218231201,-1.4641066789627075,-1.531845211982727,-0.8049767017364502,-1.2691084146499634,-1.3573496341705322,-1.3433482646942139,-0.8682231307029724,-1.1851046085357666,-1.2610586881637573,-1.278486728668213
